"id","id_creator_fk","createdon","id_ref_trash_type_fk","id_ref_images_for_labelling","location_x","location_y","width","height"
"3253872b-2f82-4a54-921b-1797bd8b96f7","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:01,9,f5c5501b-4aa5-40f7-9a37-327504c30f95,830,964,296,414
"0fb177b6-2e56-4b60-869b-ff9b4ff5fdbc","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,10,f5c5501b-4aa5-40f7-9a37-327504c30f95,2009,1615,560,474
f4aec235-912b-4761-b888-3a07582cda00,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,5,f5c5501b-4aa5-40f7-9a37-327504c30f95,1,711,597,694
ccd1a710-ede0-43da-9331-b5948f2ff0da,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,1,f5c5501b-4aa5-40f7-9a37-327504c30f95,733,2299,124,91
f1816e9c-4736-40d8-91e6-e4a68863094d,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,10,f5c5501b-4aa5-40f7-9a37-327504c30f95,1497,2396,221,129
daf289f5-4b83-44ce-ab7a-a7ad2a90b851,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,10,f5c5501b-4aa5-40f7-9a37-327504c30f95,1180,2277,75,103
d4fc2ca2-ce95-4aa8-9619-a6ee1b3d7477,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,1,f5c5501b-4aa5-40f7-9a37-327504c30f95,1104,2261,70,102
"61536a98-b9ae-43bd-b3c8-bf7e375e7267","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,1,f5c5501b-4aa5-40f7-9a37-327504c30f95,1164,2218,236,248
"17e5e5db-f116-4938-877c-792612c50ba6","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:02,1,f5c5501b-4aa5-40f7-9a37-327504c30f95,744,2127,333,263
c3c0c909-6c20-44e6-ba6e-78f6c99f9ac7,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:03,10,f5c5501b-4aa5-40f7-9a37-327504c30f95,754,2229,151,113
"8ee40895-473f-437d-b762-ec40c88dba89","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:03,1,f5c5501b-4aa5-40f7-9a37-327504c30f95,1282,2530,915,506
f6542ca1-d505-42fe-b755-c011564535ed,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:06:31,10,"630dee55-a3a0-4462-b691-3e4df583521b",1789,1094,140,110
"3492f8df-0e21-45a4-82ed-58dd24456f51","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:07:16,1,"6fa6998a-a45c-463e-bd39-449244d636d2",1174,1894,113,303
d77ed9b8-6235-4083-b627-fe4f222e615d,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:07:16,1,"6fa6998a-a45c-463e-bd39-449244d636d2",2507,1930,48,93
d3156086-b32c-43d8-ad05-719e949af1f8,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:18:52,1,"8ac65831-7edb-400d-bf29-d8700c776073",1574,1650,136,217
"8b20872e-1f90-42dc-9677-89bc2f09f3f3","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:19:57,10,cd8c9bcd-5d13-4dab-8c02-1bad6cf984aa,1583,2127,130,134
"9c562ae6-8bc3-41ba-9f33-422b173dfd7a","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:24:59,6,e7347f68-95f3-4b9f-bf6b-7bf67dd5dd1d,1563,1960,120,99
"1f87de52-7d86-47cd-b624-0bd1c72fe200","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:24:59,1,e7347f68-95f3-4b9f-bf6b-7bf67dd5dd1d,1692,1497,446,360
ad10992a-53e1-4f43-a312-bc9a7fcc4510,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:25:00,1,e7347f68-95f3-4b9f-bf6b-7bf67dd5dd1d,992,586,73,194
d24a2103-b562-42b8-b1d6-66d7d33fe235,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:25:00,1,e7347f68-95f3-4b9f-bf6b-7bf67dd5dd1d,683,659,167,112
ddeb2c9a-ea7d-4094-807d-0c8b23f38573,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:25:00,1,e7347f68-95f3-4b9f-bf6b-7bf67dd5dd1d,2031,1110,271,142
"30f3c645-77d8-4c94-80b4-563e75ccc59e","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:25:00,1,e7347f68-95f3-4b9f-bf6b-7bf67dd5dd1d,1353,427,90,99
"83d51c8b-f698-4684-aab4-b4b22302e147","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:25:01,1,e7347f68-95f3-4b9f-bf6b-7bf67dd5dd1d,996,1368,116,142
"425061b1-51f5-4100-84a7-a588ebc5fbf9","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:28:14,1,e433f4ef-a258-423b-a1f3-d14bcadabcf9,1546,1615,551,435
f4b78f7b-c1cb-4b6a-af2d-1ee93fa3148e,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:28:53,1,"026590ce-b52c-4d7c-b278-e3c292940003",916,1932,69,164
a915d495-f2ab-4590-a1ad-cde5ea9be982,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:29:44,1,"3a9f4d5e-350a-49b1-a3bf-ae06889aefa8",1169,2061,130,219
f5b926e7-809d-4979-ac55-dbd0c28821a3,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:16,1,"8cafa515-8970-4138-a36c-860da55e8bee",1613,1816,82,88
d7326856-7e58-4a60-a88c-c56c2c24f9b0,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:16,1,"8cafa515-8970-4138-a36c-860da55e8bee",1947,1543,75,95
"9aa90144-5549-4f4d-9775-8fdee0b7a2a9","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:16,10,"8cafa515-8970-4138-a36c-860da55e8bee",1148,1495,89,130
"000f9417-b1b5-4a14-a88a-7167f8a0ac27","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:16,10,"8cafa515-8970-4138-a36c-860da55e8bee",2930,1577,61,109
"91375741-9522-4893-9141-b7f8573fd51b","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:15:24,1,e2693cec-5280-4d08-af8f-bf39552fd679,1889,1504,56,178
"83bc0a3b-13e7-4025-afcd-8350c814dcac","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:15:24,1,e2693cec-5280-4d08-af8f-bf39552fd679,3011,1005,78,106
e1107bbb-42ff-4172-9007-1fb0e0eb3eb4,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:18:51,1,"71b80997-8b0f-43a5-b678-3daf3cac9466",1216,1216,401,592
"1da9352b-a333-4254-9787-bfbd965dc7a4","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 07:46:18,6,"11029e98-9773-4e65-bfa7-7a331ee0be14",1292,2205,136,211
"25966764-9e78-4022-9b07-728672260c42","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 12:23:52,9,"0ef8e400-577b-4bc2-9743-c4f7f91cc648",1650,2249,297,455
"27a5e710-199a-44b2-a92f-92bf2b94d288","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 12:25:53,3,f3e910a6-99c5-4f41-a104-edea24129e99,2037,2027,191,116
"8da2a0ee-eb0d-474c-bbba-e2be5aac110a","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 12:25:53,3,f3e910a6-99c5-4f41-a104-edea24129e99,1670,2061,170,89
d1057bed-6ae7-46c7-aea5-c25a5feb249a,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 19:43:22,2,"9c642b84-e19a-4e35-84de-955472ef5e62",2690,1528,685,1063
"5e4420d4-2c10-4a55-b535-0f687e5a0714","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 19:45:42,1,"68c0d6c8-06af-4e07-a362-1c8b8d806d9f",2386,3929,503,905
"25a2489a-29eb-4e4e-b074-44c336dea7a5","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 19:48:30,1,"5f80ab8c-fbee-4209-8c2b-8ee7be0bbda4",1497,1619,114,551
d69fee75-2d63-416f-8edd-3f39203f7499,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 19:48:30,1,"5f80ab8c-fbee-4209-8c2b-8ee7be0bbda4",995,2111,81,162
c6a25d2a-eb41-4c9a-a409-e776a2b10e49,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 20:14:58,1,"8180bbca-2b5e-4d4a-ba36-328cc6932a86",1003,1805,446,302
c4978443-382d-44a9-a2e2-7d61262fecea,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 20:16:10,1,f19df25c-9a4e-4ab8-82ad-ee4e759f960f,2328,1568,470,627
"88db2f1c-3b62-447f-886c-d728834f854d","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 20:17:03,3,b05a2339-9130-429c-a92c-aeb33b5e99c9,993,544,95,187
a3001078-a6e8-4b98-902b-22f48809b189,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 20:18:01,1,"4145d6df-e4d3-40d9-9ad8-475c2aa4e46e",2391,1110,58,111
"9c8f2c3c-870a-424f-a5b3-cf9e4adeccbf","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-13 20:57:11,1,"84c18847-af46-42db-8054-6c2f87fdbccd",1601,1211,199,166
be52a4ae-d12e-4171-b57e-cfabeff34e33,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 13:32:00,1,"8b9174d3-bc73-49a5-a75d-80cfb616e78e",2908,1904,416,779
"7017088e-e2c7-4a54-a470-4e3a809899df","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 13:33:08,1,da066c45-f62f-4a90-ad89-50aa924147b6,1285,1604,177,198
f9229773-1e10-47e5-a5fe-9d0d64b1bcc2,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 13:34:21,3,"7c8d28c1-b872-4b7f-b6fa-909e631ad93e",1802,2242,163,79
"289859c7-cd12-40eb-941d-1e77cc2188fe","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 13:34:21,3,"7c8d28c1-b872-4b7f-b6fa-909e631ad93e",1657,2176,98,66
"9fb68fcb-a369-45bb-94b8-bb0d0664744b","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 13:34:37,1,"2d9e2190-96c2-4a28-806f-04747ed19c7c",800,1865,665,340
d48d044a-e6ce-4ab0-baee-b818e985d591,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 13:35:08,1,e5f1d2a0-b50f-43a3-acc7-9e8301ed91f5,851,1362,517,286
"94663b7f-3566-4abd-a1d4-abf1156a38ec","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 14:38:04,1,"557c94a5-e650-4efe-843b-f7760d5a8c68",3889,1141,227,627
"4e8b07bf-4116-4825-ab37-2d97341b6813","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 20:30:50,1,ced599e6-3f15-47b8-9c38-8c00cfcc4751,2596,1474,164,190
"4222a10e-3b0f-47f6-9b2d-d094566a0c53","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 20:30:50,1,ced599e6-3f15-47b8-9c38-8c00cfcc4751,811,1726,144,97
"84748c86-1a7b-4d7b-8677-95531e8e432b","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 20:30:50,1,ced599e6-3f15-47b8-9c38-8c00cfcc4751,1997,1227,47,100
bfa31818-b221-464b-a45f-8aef39127f67,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 20:30:50,1,ced599e6-3f15-47b8-9c38-8c00cfcc4751,2904,1456,47,88
"74ca5563-db61-4c7e-8c5d-d19860b49e57","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 20:32:38,1,a97253da-a876-4347-9207-94a36d1ad84b,171,1861,303,294
"83e8b576-dce2-44a9-9e74-578d01f96e26","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-14 20:33:40,8,"1b1b5aa8-5641-4928-be89-4146c0115176",1077,1843,82,122
"6fa38d52-4b4f-4360-b88e-a5b7ff136733","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-15 09:25:52,1,"0de1546f-d491-4c72-850a-f21fd1c88399",1296,2224,224,123
fdc4f6ac-364f-477d-a627-e21a8eb07ab4,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 07:31:28,4,"5f7db79d-b882-44da-81f4-da97aaa2dfcb",1075,1241,274,316
"4ea151ee-9e9a-47c7-84d5-e883ef360b01","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 07:32:25,1,"167cc0c0-eb45-44aa-88fa-eda52e400681",1815,854,263,684
"1ef830a7-c4de-4a03-802f-8d8fc93691fe","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 07:33:09,1,"5d225bd4-1f47-4f21-98ad-21e7e775f64e",2015,1464,189,281
ee54e02a-ef37-4e8d-a39d-e12558aca211,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 07:34:52,1,c707d64e-30ae-467c-9832-ed15e2bceca2,2449,1429,56,97
"59323564-286e-4d3e-a31f-341747b0d09a","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 07:34:52,10,c707d64e-30ae-467c-9832-ed15e2bceca2,2388,1526,41,56
cc123149-d7d3-465c-a77f-56a5aab62465,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 07:35:17,3,ddfdb81b-338d-4933-9c4f-6477348c44f0,841,408,34,22
c16b288e-f0d2-455e-92ee-ba14acbd5792,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 07:35:31,1,"072286be-5e2a-47bb-94a8-29a060107533",1791,1189,138,178
f28813e8-6af4-4393-8d1c-1b53482f8762,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 08:06:44,1,"1a1212a8-f8d8-4e8b-86b9-f2b935c4f271",2467,1562,173,255
c1c6c48f-5f11-461b-83bd-856a79fa1d0e,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 08:08:21,1,"8a60e94c-ca27-44ad-811a-3020c8723e0d",2310,2986,51,192
"8e29e459-1c88-4586-8016-21e7b96e4cc7","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 08:08:21,1,"8a60e94c-ca27-44ad-811a-3020c8723e0d",1038,3037,47,67
be580e9f-907a-4b06-a0a2-4d6e3f2026f5,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 08:09:09,1,c22406e2-0d01-4e3a-bad5-71f6671d413e,1139,142,126,221
"9ef7ef10-8f07-45ed-b239-dda78436eb8a","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 09:15:02,1,cb66f55e-5323-48fe-9c38-a5c62662e686,2737,1987,232,118
"3bbb6b95-bc26-4066-838b-8922a36dabae","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 09:15:17,1,"85576cb7-ee8e-49bc-855c-f3392a6467b9",760,2008,635,489
"7cabd452-fa94-409f-ba9f-bd3b6f8f50dd","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 09:15:51,1,bc686ec2-6a78-4819-b160-796d98788f70,2179,1148,226,399
"4f87104f-6bc5-49b4-9073-581cdcb2276b","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 09:17:16,6,"0724c91d-fc42-4d9c-8530-bd47e5e2e5de",1300,1386,466,579
a824aff1-bb5a-442e-985d-6e9d91eb7fa7,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 09:17:41,3,"117ad272-ca1c-4837-8204-ccd823e7d76d",298,2094,83,94
"7c3ae224-07b7-4410-87b7-652ffec26097","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 12:24:09,1,"9415f986-b7db-4ce7-9067-28953cff5538",2934,1383,122,143
"6fdcb290-e8f5-4233-8d64-2d1accc3ba8c","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-16 12:24:09,1,"9415f986-b7db-4ce7-9067-28953cff5538",1709,1413,77,97
b3e17f5f-ff78-4435-8e2b-f544fc39d081,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-18 13:17:46,1,"1aa788fb-360d-4d40-82d4-c718835c7bb3",1467,1370,36,65
dbce4d1d-a98c-4c9a-ba9e-f9e27cf5eedd,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-18 13:17:46,1,"1aa788fb-360d-4d40-82d4-c718835c7bb3",1718,1905,134,106
"1c865b8b-4ea4-4ec8-b734-4252549d2180","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-22 14:42:56,3,"3c2c95ba-1ee5-436b-b7c4-f570c43086db",2674,2494,198,372
a6f45e34-f3cc-4a70-9682-be0da9270d90,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-07-05 08:28:57,1,"3346202c-49b3-46d6-9a66-9c40cb3a01d3",2133,1952,61,75
cf14d759-d5dd-4b43-9b9a-7ba1115f45c4,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-07-05 08:30:37,1,"9e59ba7b-f685-4d40-9579-cd30fa2221f3",1480,1884,40,89
a603115d-afc7-47dd-bb32-75f3902a38d4,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-07-05 08:32:23,1,"15d56656-abc0-4607-9c4e-7cb871a4e906",1682,1023,61,144
df75585f-1f42-40f4-a425-eb5d111f6b53,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-07-05 12:26:20,1,ee24d290-34fd-4c89-9b34-959c91bf9c35,1364,1803,48,95
d5c17246-9bbe-4173-b185-b6526405d88f,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-07-11 22:15:05,10,"8f81f365-813f-4d49-a366-ef452d87b736",3521,2133,390,237
b86d789c-85ab-4a4c-8add-bae308ef5bcb,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-08-20 17:11:18,1,ff45f345-18fa-4362-b516-134d94cb8281,1057,1312,164,145
"1b117ec7-5d44-4edd-b22c-51bd5a694316","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-08-20 17:12:43,2,"38b60da4-95f9-483e-9c60-19d48e8ca6b6",3318,3048,225,200
"13c0b786-4fbe-4e2f-8456-d767dcea7e04","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-08-20 17:13:08,2,"3d671b17-bd02-43a9-a391-1cb8bacd812d",2399,1897,373,598
"108fe3b7-432d-4f4a-a664-e3d3fb6c43bd","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-01 09:25:30,3,d030ce03-536b-42b9-bf34-1cbb2600b16b,1253,470,825,714
a35a0c84-aa6b-4daf-a01e-d839c80e5d01,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-01 09:26:20,3,"419e47f2-08ed-4818-a9e7-ca5aa8839c15",3859,949,371,243
f09fa835-f7f1-46de-887b-2c01dff6687b,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-08 20:29:45,1,"28fddb16-9986-4b06-b403-6d42ed5cfc2c",2133,1487,266,182
c58b8c99-822d-4095-a854-7158ab430f4c,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-23 19:28:34,1,ea52c61a-527a-4149-aec5-49e20a8d5b04,1415,1328,275,250
"8c994ebf-ccc4-492a-b967-6735b2b5d081","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-23 19:29:53,1,b6bb5ad0-aad8-4964-a348-9b70b3219cc7,1806,1765,276,520
"0947315a-a3b2-46c0-bd4e-f368d951baa4","84649ce2-94fc-42c5-b846-68a9af4d55d3",2021-09-23 19:30:52,6,"08396608-3678-4eb0-a778-f9d32fb085e7",1791,2000,298,198
"4df3d021-cb89-46b8-9472-e3e0bc7bb8df","52dabf75-82f1-4cc3-bf0f-e9c795e2d641",2021-09-23 19:31:21,9,"7349dc91-96dc-4969-b793-57dfdccd3406",1284,1708,563,830
"54f6095c-ad0e-4bfe-ba07-361fec4003d1","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-23 19:32:35,1,b65184e1-4880-46a8-8fdc-0296df511cf0,1811,2164,45,87
"0324aafb-021b-4523-b5ba-7e147514c59f","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-23 19:32:35,1,b65184e1-4880-46a8-8fdc-0296df511cf0,3023,1936,50,139
"735309f1-f24e-49cf-911d-2c9ee659f3bf","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-23 19:32:35,1,b65184e1-4880-46a8-8fdc-0296df511cf0,786,2273,25,69
"0976cc45-fe42-45ee-8fe0-899d565420f0","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-24 09:21:13,1,"0936b69e-9287-4fc7-b54b-4d5ed415de7d",1517,1793,113,295
c5daa3f8-d206-4c85-a038-2bc24d0466a3,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-09-24 09:45:29,10,d23676ef-720d-4519-aee6-c3f005699cbd,985,1386,1188,1205
"19fd760d-94e5-413e-8f47-a1c063d929a8","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:37,1,"1c9fc14b-b80b-4e6d-9adf-8585700879c1",2184,1175,101,137
becaffce-f4d8-49a3-b2b0-2592cc63e456,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:37,10,"1c9fc14b-b80b-4e6d-9adf-8585700879c1",1255,1724,48,93
"5bb4f1a7-3e67-4f88-9bb9-87052549e263","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:37,1,"1c9fc14b-b80b-4e6d-9adf-8585700879c1",871,1425,126,222
"34b2f922-bdfb-4cb4-a0c6-ba0374e88a39","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:37,1,"1c9fc14b-b80b-4e6d-9adf-8585700879c1",3189,1167,61,113
"1ba5c1c7-2818-4fe5-a2d2-52c4c4e34881","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:31:56,10,b8c28d16-a7f4-488d-8df1-b7d6586e9214,2181,772,163,219
"769f34e8-8941-423b-b20a-f6eb78f4fd30","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:33:14,5,"4d809f18-9f4b-42b7-83d1-386aa261ff33",1653,2283,243,129
fb0ba87f-9a2d-47de-a802-62fcb55bcafc,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:33:27,3,"1efa4ffb-7a56-46bd-b95d-36e99f8be086",2387,1387,102,180
"67174ccf-f732-474b-b04c-a1ead80505ed","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:33:27,3,"1efa4ffb-7a56-46bd-b95d-36e99f8be086",359,1387,190,103
b055a33f-2db2-4f9c-9010-269840d89011,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:34:42,2,d3cc4334-bc2f-4fd0-a178-433ef76ee3b3,1954,1324,149,93
eefd18a4-1cb3-4c59-b589-d9a70ca161a9,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 14:35:10,1,"7e5562e8-1935-4b2a-a83b-013cf8dd5045",1460,1647,242,156
af49435b-ad58-4861-ba07-1b703a033928,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:19:49,3,"63cfbf5a-99bf-42de-87e2-0a1cd63bcbbc",1411,2141,216,173
"390ab45e-df0c-4900-9e7b-86b9628779e1","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:20:31,3,"3daa7ac5-f72f-456a-ae6b-5dcb0d65ee7c",1712,1237,94,80
f24e9e5c-68d6-40fc-92f9-38c179a032c7,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:20:56,1,"1e28b90a-4311-4dd9-b8da-7c52f397ebca",391,1586,267,114
a92a4fc5-c197-415d-8d05-669e86696ef1,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:21:44,3,"3b2b53c6-09e3-4e04-8dfe-12ce49844599",2537,551,134,110
"9ce8639a-ea38-4d70-aee3-da24c9876c58","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:22:07,3,d2e67dfb-400e-4ccf-8f53-f48851703a04,1897,2259,260,238
"688c48c6-e457-443e-9cc1-95fe33922a66","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:22:47,9,e39f2dfa-a4e2-4710-9b73-5a7760e51dc2,707,1754,866,812
b9243294-35e4-4a4c-87f8-f961e40350bb,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:24:31,1,"25d95b6e-02a1-4a9e-85a4-697bcb7db4be",2889,2119,336,641
edc38384-ad11-4b90-9330-be2aa628a0e5,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-10 16:24:31,1,"25d95b6e-02a1-4a9e-85a4-697bcb7db4be",4273,1142,152,282
bfbeef9d-7d96-4fb2-be3c-dea60b368a2a,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 08:51:26,1,"3f50264d-601a-4ae2-9452-14695fa8c223",1379,1417,74,106
aef29236-a0f8-4cd1-a116-c69ee9363993,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 08:53:05,2,d63560f9-f27d-4b7c-b798-50622904d604,1198,2458,347,248
b1e15a45-acde-4009-9794-21391b60ea7e,"954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 08:53:30,9,e7161bdb-95a8-41ab-b125-cb00bbc54186,973,1965,312,524
"0b5ef18f-24c1-43ff-8c19-8be35f0cedf3","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 08:54:08,2,b3e8dfaa-21d1-4c9b-8147-1d937db6b02d,1706,1145,411,85
"63fa8e90-57c5-4d14-a0ed-3ffa31fd7e1f","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 12:23:52,1,"0ef8e400-577b-4bc2-9743-c4f7f91cc648",278,3534,596,619
"34b306d0-7382-4d66-86ce-cfd98a4ec504","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 12:24:53,1,"26a6826e-49f3-4374-b088-2b28d1260e29",1893,1031,235,316
"335673ab-b29d-4ab5-a4d5-91094eb376d3","954dfaf0-cf84-4e5d-ad9d-0d0d6badb884",2021-06-11 12:25:53,2,f3e910a6-99c5-4f41-a104-edea24129e99,1459,2116,225,81
