,id,id_creator_fk,createdon,id_ref_trash_type_fk,id_ref_images_for_labelling,location_x,location_y,width,height
2342,46967765-5f17-4111-9a51-f6a1c266f966,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 07:14:05.350,1,6b29d866-d919-434b-a05d-567d5f79b679,2372,1334,86,57
2343,d47fd1c4-0973-4371-af07-12b0ecf1a6a3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 09:49:27.870,1,e10c55d4-3bc4-4f66-8906-088738f70114,2520,1362,31,77
2344,c5c32575-4f0b-4878-8859-9b5557588296,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 12:43:32.337,10,16e9bcf8-bfd5-407d-afb0-aaacd4ef58f7,1085,2170,82,123
2345,2f9e8c7e-91d1-4c0f-9a95-3b5e0e84c907,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:08:46.174,1,574950cc-6208-42d3-9aed-a3f744f56940,2172,1900,86,81
2346,670cabd4-f901-47a0-b6eb-ce5f993894fb,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:10:19.665,9,da086968-b49a-4ddc-b1bd-61193ddd68e8,955,800,297,531
2347,b2dcdedc-c1c3-43d4-8a26-6c986bcade14,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:12:47.974,1,76660e5a-8561-43fb-934d-b0fb99330992,3317,762,85,175
2348,c8dcb064-5324-48a4-98a2-90ee68e8ac98,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:48:52.144,3,955393ee-f4dd-4040-a8ba-26d65ac11689,613,1684,239,154
2349,2008d99a-8b78-459e-9b4a-5cc3e415c3ae,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:49:16.787,1,87eb52b0-fa4f-4f67-a4d4-fc1fa4599464,1050,1796,419,636
2350,c3132120-de1e-4ee0-ae04-7e075dc43c76,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:51:30.002,1,0de79ebd-f3a9-4e7c-86f7-e66a0d08720a,1460,1921,131,119
2351,0b919fb5-2d45-4d9b-8f8b-50485e277407,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 12:58:26.454,9,327dcdd5-12d0-4224-aa9e-9a567b061bfd,1538,1959,300,171
2352,7f56aeff-65f2-494d-9fc6-ecf284def7e6,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 14:16:05.714,1,6beb3f33-0fb2-4eb5-9cdf-5a603be49fb1,1672,1202,125,118
2353,0deb96d3-9ef3-4785-8464-1d35e313fb96,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 15:32:59.798,1,8bae22a7-499c-4b48-b466-4172e9e92e4c,3836,1429,156,172
2354,17fabaed-5aa5-407b-950e-3ff18140ec9c,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 20:39:50.443,3,e9a2df76-74c7-4a81-b01a-73195a1358cf,275,2235,284,95
2355,7a344c0d-daaf-49d6-b44b-d41b498fa0e2,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 06:47:22.705,3,ad0f2882-fcdf-42a6-b272-f21daec94e88,1038,1914,188,102
2356,77934f49-d997-4694-b1f9-c0c4c0860b0e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 06:47:57.911,1,d310f320-13f1-44ac-af0d-128b32928a80,465,552,82,226
2357,101486c3-4c0a-40c0-be32-85ac268d9c74,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:54:41.104,1,089e0188-35f4-4c90-acdd-b562b793f02c,3303,1685,71,129
2358,4d128d9a-a051-4c22-8ea9-be5265314e77,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:55:12.653,1,d233c6a1-4eea-497d-afc5-dd4d2fa8d305,1692,1282,162,449
2359,8765aafe-ccb8-45b0-a2f9-1173acd32d19,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:55:12.840,1,d233c6a1-4eea-497d-afc5-dd4d2fa8d305,2040,889,132,163
2360,0bbf8fce-c091-4bad-9bfc-2f51ab398556,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:56:59.489,1,d8315783-f49f-47c7-abe9-789d6908fc93,1437,2407,94,98
2361,9f78e081-3f91-4151-b7d1-a05038fcfe70,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:07:16.198,10,079413e2-8ba4-4f6b-aaf2-19924a53a004,458,1296,1454,1673
2362,465a16ed-8e65-4927-b56d-c68deaa8e079,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:08:54.395,1,e412cc36-2968-4835-a09d-55b43dc61d52,3321,1515,158,481
2363,eef35231-1d6d-481b-b9ad-0de30d4bf5f7,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:09:06.599,10,1408f8da-3046-4f2f-a790-8f5615900a7f,1586,1491,161,86
2364,49358799-d94c-472d-b7c6-7e68a040ae9e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:11:01.795,1,8743a443-bbbb-4767-b325-625775865306,1095,1306,371,473
2365,50d3cb0a-908b-446d-8e56-215a4c539652,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 12:15:05.106,2,58edc5ab-e9f9-4556-a26d-712b6e94cb7a,92,2245,320,190
2366,29dd43a9-f892-48a0-8c4e-c3cfc14450fb,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 12:16:56.788,3,bd5281ea-7862-477b-93e2-0db9e9551f8d,576,1001,54,100
2367,d219aa81-3a91-4235-9dd6-98dca8133b0e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 12:17:40.277,1,8161bbd3-933c-461d-8987-415913f2d8a1,653,1668,112,143
2368,f01678f5-fb0d-41a0-8d48-958d9748ce63,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 12:17:40.308,1,8161bbd3-933c-461d-8987-415913f2d8a1,3097,1934,102,377
2369,0d380914-fe5f-4477-b585-7d64050c1a47,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 12:18:28.249,1,9035f2bd-27e6-4870-b6db-12b90acd5552,1847,954,265,311
2370,ef9ac431-11e0-49ef-8988-adbf450713c8,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 12:19:40.880,1,4082a7ce-ae13-40b5-b7fa-e2177fd19d97,2321,1551,77,255
2371,5623555e-0de4-4212-b2b8-bd2fd1b23810,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-18 13:05:49.270,1,d5893ca3-24b0-4149-8bb5-6dae85055a97,1443,385,44,49
2372,a3d4e4e9-9c4c-4990-8551-411d45b37953,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-18 13:07:32.543,1,3ee2d264-f345-4e9c-a22a-a16c7eec145c,486,2276,141,270
2373,df5e33ab-3669-47ab-a018-7b9344e28459,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-18 13:07:32.574,1,3ee2d264-f345-4e9c-a22a-a16c7eec145c,886,2011,119,119
2374,1486f5fe-357c-4ca8-9171-638d972d20c7,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-18 13:09:50.663,1,c56274dd-7dfa-4f64-a0c3-34ddab9facce,1115,2179,333,333
2375,833216c3-1007-45ee-8d23-64f48e71f474,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-18 13:10:29.885,9,99600e56-9db5-4881-9d15-2eb343996a7a,1346,1908,124,114
2376,8b9efe66-6b4d-4bbd-84c6-c47aab5eb1b7,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-22 14:38:43.895,1,8835e69e-446e-4089-a980-778dd4e1717a,2412,2170,61,82
2377,c5bb9ea3-b382-41a0-8ce2-b13ef4ee9f2a,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-22 14:40:27.637,1,ef8ee854-2e21-4938-b5c6-6098e1981ad0,2718,2095,143,109
2378,3a33105d-d806-4d81-a510-ffdfb6d77b3e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-22 14:40:27.715,3,ef8ee854-2e21-4938-b5c6-6098e1981ad0,1092,2170,177,109
2379,068a2b46-ab46-4780-8748-1f91295929fe,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-28 08:41:35.199,1,45c7a510-6bec-404d-978b-ad2853e4d331,1315,825,1057,1262
2380,f55f5775-bcb4-41e6-b70f-886e92135269,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-07-05 10:30:28.339,1,3d15a58c-ee48-4d8b-b8c5-9593012e451f,1601,1021,402,296
2381,1168a66e-b3a3-4ba0-b7e8-0370226949e0,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-07-05 10:34:07.918,6,3edb8e64-5cde-4374-9c50-7318b18d8072,2146,1461,155,150
2382,7bd6eb15-7ebc-45b3-89f6-263a25fe9486,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-07-05 10:35:07.251,1,785d8dfd-a14c-4830-96c1-a0e874d72d82,1657,1127,186,135
2383,5ce46f9d-f897-4f55-9db1-4350ab74b89c,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-07-10 15:12:37.014,1,77676080-ef79-4be3-babb-e9511f7bc42e,1718,1475,152,381
2384,8ba66fcd-9b9f-4941-90f7-7c100a326386,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-08-17 15:03:34.721,1,c9025c4b-0873-4c5c-b643-4195439fc435,1944,743,115,96
2385,dd37685f-af25-4a7b-a9fd-3ba28c188217,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-08-17 15:05:30.036,1,9e884e16-47c4-4a8a-9f5f-15b654da97ea,1497,1022,666,1085
2386,bf53384a-1df2-44ed-bd88-54f57fc4f588,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-08-17 15:06:55.740,1,5dc4f54e-a812-4c6f-aa56-e787c27319fb,2412,1531,284,299
2387,50c8093d-c687-4e5b-a378-9cba12514159,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-08-17 15:07:43.741,3,4f81581d-c9b0-4483-8c74-e46126054fcd,1706,1399,851,530
2388,e6829df7-76d0-44fc-b392-8724965a152e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-08-24 13:00:06.236,10,a0264b8f-209f-44c7-abb6-8c47acaa7f7a,1114,697,52,70
2389,95494fcd-d034-41f3-b631-b6804b779e85,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-08 20:19:41.743,1,141a12cb-3d38-4f2b-a5f4-1a9fce486cbf,1253,936,282,353
2390,9a245bb6-769c-4fd9-afc9-88709b7c1ce1,771eccaa-806a-4557-a669-d1e75e2f565f,2021-09-08 20:20:32.932,1,c481015c-f48f-4768-adf4-87c7718c56cf,1366,1662,346,442
2391,61d3cc32-bb07-4d28-91ce-8a6f10b6bb76,771eccaa-806a-4557-a669-d1e75e2f565f,2021-09-23 19:15:03.395,9,19747fc0-92fa-4c23-9fe9-0e922b369d25,1108,2149,926,293
2392,3c2bf38b-86b0-40f3-b1fa-5b2f1ccb5f5e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 08:49:56.419,3,5480f072-8858-49f2-abdb-86c20783c24b,2656,1212,69,68
2393,9c50358f-a62b-4b5f-bfe9-3688ef8afa3a,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 09:34:51.244,4,15690576-6a85-4cca-9eee-350eafb89550,815,942,217,106
2394,2795f07a-2371-44e6-9f1e-6701c11ecad1,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 09:34:51.275,3,15690576-6a85-4cca-9eee-350eafb89550,630,979,127,111
2395,d0b8ab2e-3aa4-48d6-a186-f38d6782cca1,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 09:36:48.856,9,1d4c9d7a-f2dd-4ac4-8ef4-9b019de2c41a,817,1615,146,122
2396,e39cb1d4-ef0f-4995-812e-a3fadd8eedc4,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 15:34:11.928,3,812c86fb-6fe9-4047-9a8d-38a41c61b478,2967,2206,61,47
2397,8f2a4b41-5f1b-47b6-8495-c6c4996ee0bd,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 15:35:32.367,4,f4b59b02-77a1-4b66-8cb1-e45d7ee4e59f,3479,2070,56,38
2398,d697ed44-769a-4826-844b-9d05b7d2687f,83e43b18-0495-4692-a167-6b1ccde01e05,2021-09-24 15:53:11.307,1,e7f3cddb-0b3d-46eb-b3e8-f228df8a647a,1527,1458,188,131
2399,564a1d8c-d118-4965-b29a-76bfc483c2bb,84649ce2-94fc-42c5-b846-68a9af4d55d3,2021-09-24 15:53:45.558,6,a7f7be14-d4c4-421a-b963-a8da7061e18f,829,1874,181,462
2400,2e3c2e13-486f-4985-9a8a-369b1c6ad4b5,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 15:54:22.886,1,985d7d74-3225-426a-9152-087f18f71483,1419,1147,263,432
2401,f8884ee9-d073-465e-bdab-4cb5311dbccc,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-24 15:54:53.371,10,052bf369-d36d-424f-a63e-df6af4f0d4db,950,1983,255,89
2402,bab944bc-5eff-4127-a79e-c8352d84759b,771eccaa-806a-4557-a669-d1e75e2f565f,2021-09-26 17:58:37.365,6,53e19d81-1545-4778-a881-916eb612b65d,931,1810,2032,1915
2403,954ad6ba-cf19-4161-8147-d7220b05f1d8,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 17:59:03.631,6,cb5d1361-5cfb-4b6f-8354-9f32fd09d933,1073,1012,2802,1595
2404,f622f61b-24c9-4aad-a0b6-b74f2d9dcd64,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 17:59:30.772,6,ba569b9c-e880-4b43-b54d-d477d9804cb2,1204,758,2381,1627
2405,3825e7d5-d68f-4033-877c-23f2797c9991,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 18:00:45.883,6,5556990a-213d-436d-8c7a-84e1b9c58914,1328,1153,1656,1477
2406,7a7fca4b-eccf-4263-bcf2-242ed230a730,e9ffec00-032b-4baa-888d-ef560c7837e7,2021-09-26 18:14:11.145,3,a8da4cab-1af1-484a-9d2e-429e56dd017c,521,1355,901,576
2407,d653e865-7121-4cd2-9e7e-24ef6abffb9d,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 18:14:28.146,6,e864884c-2922-4950-b0d2-9735e2d19031,1942,1163,564,476
2408,28522f89-2a1e-42c5-bf85-67559c1e12be,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 18:15:20.334,3,186c324e-3e57-4392-9447-46eb6ea20a51,1196,1857,534,381
2409,710b359d-a406-4cfc-b411-8d368a6ff821,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 18:15:44.538,8,792b9f79-50f3-4694-895f-af4648633fb8,1026,1477,1263,919
2410,1a97cd88-5149-4722-9aa6-2a0de3142f7d,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 18:18:15.009,6,fc24928c-62b2-4916-836b-70aab9d27f4e,1222,1799,767,714
2411,572e5c48-d78e-4204-b902-f6fef4b09667,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 19:00:12.722,3,e1063454-0477-4bd9-8df7-dc7c20426381,3442,1361,555,185
2412,82370506-9b20-4618-a17c-8782c8c1ade5,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 19:00:13.097,6,e1063454-0477-4bd9-8df7-dc7c20426381,296,1210,358,136
2413,818c7a75-74dd-484c-85f2-de04e78470c3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 19:01:43.942,1,9ca6262d-ebfe-4fad-80e4-2a094befe29b,2483,1648,86,111
2414,8307aca1-812e-424a-a1e0-6268c304c1ab,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-09-26 19:05:30.868,4,e009e527-f716-4262-9fbd-ebe49ec65b4a,2384,2300,124,36
2415,ed5e8101-e82d-45f1-864d-3eb249502486,7201904a-ba32-4771-a793-be0c3e0e3d10,2021-06-10 16:10:08.070,9,42c38867-209c-4aea-9547-3c9ee265d13a,123,1255,1708,1002
2416,9c7a0cb6-0a05-4b2f-b251-f031a3af62de,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-10 16:10:48.011,6,8126fa5e-e82d-4752-b695-3fda61781a75,2769,634,53,47
2417,d9c14433-74da-49d1-aa84-8e8ca7a26858,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-10 16:11:57.313,3,b68a249e-7bf2-48e9-894d-53dbd18d86b9,1151,1478,693,193
2418,e02e22e2-6fe2-4665-8bdd-8b3995580cc5,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-10 16:12:35.410,3,9f3e54a9-5356-4be2-be89-24cc1b03bdc5,1156,1977,497,504
2419,bc0b2789-1298-43d8-9dd5-0825bc24758e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-10 16:13:50.494,1,ece461e0-803d-4a19-b7f4-df77c0fe385f,1557,1811,86,97
2420,9086423e-5e86-403c-aee2-9b60a5ca5075,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-10 16:14:24.090,1,f45921bc-5239-4d7d-8c45-59246d6a5dd9,2436,1926,117,142
2421,88dea1b3-0926-4b64-a03d-dcf2501c3d40,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 07:17:56.540,1,56a8d4f3-8758-4845-84c8-6445036093a7,2054,1244,112,87
2422,0ea043e6-79ab-4d8f-a0a1-64bc9a554cd0,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 07:20:19.020,3,5da1a8fd-26a7-4f0b-80de-62279b0bb0ba,2413,1734,89,88
2423,fb817527-bed9-4a23-8630-79c82fad183e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 07:20:41.600,3,ddcd166b-9829-474a-89e3-b26edf0ab855,784,577,113,136
2424,72908821-7e58-45ec-a091-d9f0945726c0,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 07:22:07.372,1,02765a51-8321-4128-89a4-1f316d522ede,3119,1894,916,543
2425,e4d051d5-bfa9-4a2c-91f9-67ed738f7159,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 11:35:58.219,3,14bd30d6-93ce-4e8e-8dda-3aede0309884,548,591,81,48
2426,a4e917fb-6a7f-4af0-9bb1-213a42449fab,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 11:37:22.367,1,98ef151e-126b-4504-8628-a57ff9dcd5da,3411,2254,121,137
2427,39fd606c-5786-4f73-899b-bd0dfa68e5e5,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 12:44:22.326,3,7ba483dd-a6d4-44db-9afb-6e6b33c37817,3020,2279,286,218
2428,0ca0176e-15cd-41c9-8e58-f5bfeb6762a3,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-11 12:44:33.186,7,5d71bea7-4b87-4bfc-9dae-2ad3dd2fddd6,745,1782,871,694
2429,df258d80-9856-4868-9b4d-10b1ee9fe29c,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:08:46.252,1,574950cc-6208-42d3-9aed-a3f744f56940,1255,1919,67,91
2430,7f7f0173-a186-4ddc-861e-eefd61eb7e23,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:09:37.662,3,384e6835-b183-4260-8225-d415ee6d6640,2732,2375,285,100
2431,4e8f6294-dea9-4aa3-a306-b8f6c0143daf,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:10:19.665,9,da086968-b49a-4ddc-b1bd-61193ddd68e8,1195,2399,359,896
2432,19710293-8a08-4254-b5bc-123997e83ed8,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-13 20:48:52.926,10,955393ee-f4dd-4040-a8ba-26d65ac11689,2354,1275,65,49
2433,ae45796d-ce3d-4dcb-b57e-1ad6e875883d,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 12:58:36.705,1,327dcdd5-12d0-4224-aa9e-9a567b061bfd,1879,1945,177,123
2434,1e70f155-a8ef-4abb-873b-8330e499667b,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 14:16:42.624,1,68cc8f2d-b12f-4eba-99a5-5988a8b2a43e,1653,1378,167,369
2435,af43ca16-9b21-4c36-a386-401cda9ecc49,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 14:16:42.639,1,68cc8f2d-b12f-4eba-99a5-5988a8b2a43e,2026,1322,235,146
2436,877ad524-0e34-4b41-abea-52087355167e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 14:17:01.625,1,64558974-2e04-4b83-af4c-dff4882608f4,821,1591,92,360
2437,0fbf5f83-2189-400b-91dd-4d0aefb86033,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 15:32:59.892,8,8bae22a7-499c-4b48-b466-4172e9e92e4c,2164,1359,217,202
2438,60b9ad65-9e2c-448f-ab76-b8455abd8f10,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-14 20:39:50.474,3,e9a2df76-74c7-4a81-b01a-73195a1358cf,2199,2026,54,54
2439,d0f4d481-0089-4ba1-8791-2901f1bc1404,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:11:13.616,3,72bdfce7-1fcb-414f-820b-c6bf529f91e4,82,2130,115,58
2440,df70cbfb-206d-4fd2-b891-49a327f29692,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:11:13.835,3,72bdfce7-1fcb-414f-820b-c6bf529f91e4,2033,2191,129,65
2441,876ae42a-6889-43bb-b625-e55b595b5aca,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:12:16.715,1,574fca9d-1c4f-4dff-80fe-8167ac663af3,1798,1479,858,795
2442,e2b14e1b-49eb-4577-8717-2af85c3be84e,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:14:14.193,3,3ef8763e-1d84-47d4-bae1-4a7f30b53930,2161,2705,317,93
2443,265e3f9d-4741-4750-893d-400adab4cd18,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:14:14.240,1,3ef8763e-1d84-47d4-bae1-4a7f30b53930,815,2658,110,129
2444,d8b22df9-417b-4d7c-88d3-3e138d9c417f,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:55:19.466,1,d233c6a1-4eea-497d-afc5-dd4d2fa8d305,671,1062,128,223
2445,40721300-d270-4103-8965-99b677cbb82a,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:55:32.061,3,260d98e0-7a93-4fef-bf7e-916d2d8f2bc1,2472,4726,992,999
2446,b9ff2cbe-07e4-4c7d-a0af-4d422bd64df6,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:56:04.876,1,700b795e-3056-4e05-94dc-06636fd2784f,7,1641,693,147
2447,5f6cb03c-70ac-494c-9c3f-5ca9b629d0a7,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:59:05.984,1,227ff053-cfbe-4a72-b613-2b5d2cf44eba,2640,1045,109,135
2448,c7f7ce1d-5d7d-400b-b3bc-f313ea933467,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:59:05.999,1,227ff053-cfbe-4a72-b613-2b5d2cf44eba,1301,1403,256,103
2449,86285d94-6d79-4f1e-becf-1f77343803f4,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:59:06.030,1,227ff053-cfbe-4a72-b613-2b5d2cf44eba,1202,1509,211,114
2450,3208a1e5-e26f-45b1-884b-7197c66d8d14,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:59:06.062,10,227ff053-cfbe-4a72-b613-2b5d2cf44eba,2584,1192,94,82
2451,91240487-67ff-4ddb-8d9c-c840c24fb535,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 07:59:38.377,7,e7247e5e-9030-469b-9dfe-90c9310a4d21,747,1909,793,434
2452,bb131756-2dcc-4290-b816-74b63fdc2645,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:08:23.829,1,89d6cd98-00ce-44f4-8e3f-31b5341c8d08,2643,2524,211,227
2453,fbf2c5f9-8980-4b30-bbfa-87b0bd5a1dca,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:08:54.223,1,e412cc36-2968-4835-a09d-55b43dc61d52,1733,1796,173,362
2454,b90ef040-08f7-4a38-b4ca-7d4264ffbfa1,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:08:54.238,1,e412cc36-2968-4835-a09d-55b43dc61d52,3139,1776,229,249
2455,c4a7ce73-edf3-4cd5-9a4c-3ee9861f08e8,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:10:11.604,10,c23938fc-60b8-40a4-bf02-a53bf6c8d624,1157,1346,77,70
2456,ed79c838-2b07-4cc2-af20-e4fa9b7f4feb,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:10:48.263,8,ed265864-0223-4319-913e-1f6d91b9f425,1768,1479,91,555
2457,e9af7bff-5e7e-48bb-ad3f-5a764eef8509,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 09:11:36.095,4,10a9682a-df3f-4e88-a86a-db0de68afb7b,1695,779,271,423
2458,80b545a7-5523-4fa2-97cb-61f0185231d6,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-16 12:15:05.106,3,58edc5ab-e9f9-4556-a26d-712b6e94cb7a,405,2088,347,164
2459,b7e0da1a-4439-472b-924c-510107eae470,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-18 13:07:33.543,1,3ee2d264-f345-4e9c-a22a-a16c7eec145c,2486,2151,65,135
2460,c8e5ddff-a1c1-44d3-9a85-eca6d5de0c07,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-18 13:09:31.474,1,b1175da9-1180-4f65-828a-9052fd64ec64,2987,1549,93,117
2461,3f0e6a22-0f7e-4759-bfae-d1680a1d4b64,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-22 14:38:45.004,1,8835e69e-446e-4089-a980-778dd4e1717a,1078,1952,61,68
2462,e54b9a6c-25ff-407e-8a14-d560e220e721,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-06-22 14:40:27.637,3,ef8ee854-2e21-4938-b5c6-6098e1981ad0,704,2197,136,102
2463,d73e9542-8755-4406-86d7-0bececfafca6,954dfaf0-cf84-4e5d-ad9d-0d0d6badb884,2021-07-05 08:23:42.750,1,31866cd3-75a0-4f3d-acec-3b50d3b96db7,2294,967,169,329
